state_id,state_name,county_name
"OK","Oklahoma","Blaine"
"OK","Oklahoma","Bryan"
"OK","Oklahoma","Caddo"
"OK","Oklahoma","Canadian"
"OK","Oklahoma","Carter"
"OK","Oklahoma","Cherokee"
"OK","Oklahoma","Choctaw"
"OK","Oklahoma","Cimarron"
"OK","Oklahoma","Cleveland"
"OK","Oklahoma","Coal"
"OK","Oklahoma","Comanche"
"OK","Oklahoma","Cotton"
"OK","Oklahoma","Craig"
"OK","Oklahoma","Creek"
"OK","Oklahoma","Custer"
"OK","Oklahoma","Delaware"
"OK","Oklahoma","Dewey"
"OK","Oklahoma","Ellis"
"OK","Oklahoma","Garfield"
"OK","Oklahoma","Garvin"
"OK","Oklahoma","Grady"
"OK","Oklahoma","Grant"
"OK","Oklahoma","Greer"
"OK","Oklahoma","Harmon"
"OK","Oklahoma","Harper"
"OK","Oklahoma","Haskell"
"OK","Oklahoma","Hughes"
"OK","Oklahoma","Jackson"
"OK","Oklahoma","Jefferson"
"OK","Oklahoma","Johnston"
"OK","Oklahoma","Kay"
"OK","Oklahoma","Kingfisher"
"OK","Oklahoma","Kiowa"
"OK","Oklahoma","Latimer"
"OK","Oklahoma","Le Flore"
"OK","Oklahoma","Lincoln"
"OK","Oklahoma","Logan"
"OK","Oklahoma","Love"
"OK","Oklahoma","Major"
"OK","Oklahoma","Marshall"
"OK","Oklahoma","Mayes"
"OK","Oklahoma","McClain"
"OK","Oklahoma","McCurtain"
"OK","Oklahoma","McIntosh"
"OK","Oklahoma","Murray"
"OK","Oklahoma","Muskogee"
"OK","Oklahoma","Noble"
"OK","Oklahoma","Nowata"
"OK","Oklahoma","Okfuskee"
"OK","Oklahoma","Oklahoma"
"OK","Oklahoma","Okmulgee"
"OK","Oklahoma","Osage"
"OK","Oklahoma","Ottawa"
"OK","Oklahoma","Pawnee"
"OK","Oklahoma","Payne"
"OK","Oklahoma","Pittsburg"
"OK","Oklahoma","Pontotoc"
"OK","Oklahoma","Pottawatomie"
"OK","Oklahoma","Pushmataha"
"OK","Oklahoma","Roger Mills"
"OK","Oklahoma","Rogers"
"OK","Oklahoma","Seminole"
"OK","Oklahoma","Sequoyah"
"OK","Oklahoma","Stephens"
"OK","Oklahoma","Texas"
"OK","Oklahoma","Tillman"
"OK","Oklahoma","Tulsa"
"OK","Oklahoma","Wagoner"
"OK","Oklahoma","Washington"
"OK","Oklahoma","Washita"
"OK","Oklahoma","Woods"
"OK","Oklahoma","Woodward"
"OR","Oregon","Baker"
"OR","Oregon","Benton"
"OR","Oregon","Clackamas"
"OR","Oregon","Clatsop"
"OR","Oregon","Columbia"
"OR","Oregon","Coos"
"OR","Oregon","Crook"
"OR","Oregon","Curry"
"OR","Oregon","Deschutes"
"OR","Oregon","Douglas"
"OR","Oregon","Gilliam"
"OR","Oregon","Grant"
"OR","Oregon","Harney"
"OR","Oregon","Hood River"
"OR","Oregon","Jackson"
"OR","Oregon","Jefferson"
"OR","Oregon","Josephine"
"OR","Oregon","Klamath"
"OR","Oregon","Lake"
"OR","Oregon","Lane"
"OR","Oregon","Lincoln"
"OR","Oregon","Linn"
"OR","Oregon","Malheur"
"OR","Oregon","Marion"
"OR","Oregon","Morrow"
"OR","Oregon","Multnomah"
"OR","Oregon","Polk"
"OR","Oregon","Sherman"
"OR","Oregon","Tillamook"
"OR","Oregon","Umatilla"
"OR","Oregon","Union"
"OR","Oregon","Wallowa"
"OR","Oregon","Wasco"
"OR","Oregon","Washington"
"OR","Oregon","Wheeler"
"OR","Oregon","Yamhill"
"PA","Pennsylvania","Adams"
"PA","Pennsylvania","Allegheny"
"PA","Pennsylvania","Armstrong"
"PA","Pennsylvania","Beaver"
"PA","Pennsylvania","Bedford"
"PA","Pennsylvania","Berks"
"PA","Pennsylvania","Blair"
"PA","Pennsylvania","Bradford"
"PA","Pennsylvania","Bucks"
"PA","Pennsylvania","Butler"
"PA","Pennsylvania","Cambria"
"PA","Pennsylvania","Cameron"
"PA","Pennsylvania","Carbon"
"PA","Pennsylvania","Centre"
"PA","Pennsylvania","Chester"
"PA","Pennsylvania","Clarion"
"PA","Pennsylvania","Clearfield"
"PA","Pennsylvania","Clinton"
"PA","Pennsylvania","Columbia"
"PA","Pennsylvania","Crawford"
"PA","Pennsylvania","Cumberland"
"PA","Pennsylvania","Dauphin"
"PA","Pennsylvania","Delaware"
"PA","Pennsylvania","Elk"
"PA","Pennsylvania","Erie"
"PA","Pennsylvania","Fayette"
"PA","Pennsylvania","Forest"
"PA","Pennsylvania","Franklin"
"PA","Pennsylvania","Fulton"
"PA","Pennsylvania","Greene"
"PA","Pennsylvania","Huntingdon"
"PA","Pennsylvania","Indiana"
"PA","Pennsylvania","Jefferson"
"PA","Pennsylvania","Juniata"
"PA","Pennsylvania","Lackawanna"
"PA","Pennsylvania","Lancaster"
"PA","Pennsylvania","Lawrence"
"PA","Pennsylvania","Lebanon"
"PA","Pennsylvania","Lehigh"
"PA","Pennsylvania","Luzerne"
"PA","Pennsylvania","Lycoming"
"PA","Pennsylvania","McKean"
"PA","Pennsylvania","Mercer"
"PA","Pennsylvania","Mifflin"
"PA","Pennsylvania","Monroe"
"PA","Pennsylvania","Montgomery"
"PA","Pennsylvania","Montour"
"PA","Pennsylvania","Northampton"
"PA","Pennsylvania","Northumberland"
"PA","Pennsylvania","Perry"
"PA","Pennsylvania","Philadelphia"
"PA","Pennsylvania","Pike"
"PA","Pennsylvania","Potter"
"PA","Pennsylvania","Schuylkill"
"PA","Pennsylvania","Snyder"
"PA","Pennsylvania","Somerset"
"PA","Pennsylvania","Sullivan"
"PA","Pennsylvania","Susquehanna"
"PA","Pennsylvania","Tioga"
"PA","Pennsylvania","Union"
"PA","Pennsylvania","Venango"
"PA","Pennsylvania","Warren"
"PA","Pennsylvania","Washington"
"PA","Pennsylvania","Wayne"
"PA","Pennsylvania","Westmoreland"
"PA","Pennsylvania","Wyoming"
"PA","Pennsylvania","York"
"PR","Puerto Rico","Adjuntas"
"PR","Puerto Rico","Aguada"
"PR","Puerto Rico","Aguadilla"
"PR","Puerto Rico","Aguas Buenas"
"PR","Puerto Rico","Aibonito"
"PR","Puerto Rico","Arecibo"
"PR","Puerto Rico","Arroyo"
"PR","Puerto Rico","Añasco"
"PR","Puerto Rico","Barceloneta"
"PR","Puerto Rico","Barranquitas"
"PR","Puerto Rico","Bayamón"
"PR","Puerto Rico","Cabo Rojo"
"PR","Puerto Rico","Caguas"
"PR","Puerto Rico","Camuy"
"PR","Puerto Rico","Canóvanas"
"PR","Puerto Rico","Carolina"
"PR","Puerto Rico","Cataño"
"PR","Puerto Rico","Cayey"
"PR","Puerto Rico","Ceiba"
"PR","Puerto Rico","Ciales"
"PR","Puerto Rico","Cidra"
"PR","Puerto Rico","Coamo"
"PR","Puerto Rico","Comerío"
"PR","Puerto Rico","Corozal"
"PR","Puerto Rico","Culebra"
"PR","Puerto Rico","Dorado"
"PR","Puerto Rico","Fajardo"
"PR","Puerto Rico","Florida"
"PR","Puerto Rico","Guayama"
"PR","Puerto Rico","Guayanilla"
"PR","Puerto Rico","Guaynabo"
"PR","Puerto Rico","Gurabo"
"PR","Puerto Rico","Guánica"
"PR","Puerto Rico","Hatillo"
"PR","Puerto Rico","Hormigueros"
"PR","Puerto Rico","Humacao"
"PR","Puerto Rico","Isabela"
"PR","Puerto Rico","Jayuya"
"PR","Puerto Rico","Juana Díaz"
"PR","Puerto Rico","Juncos"
"PR","Puerto Rico","Lajas"
"PR","Puerto Rico","Lares"
"PR","Puerto Rico","Las Piedras"
"PR","Puerto Rico","Loíza"
"PR","Puerto Rico","Luquillo"
"PR","Puerto Rico","Manatí"
"PR","Puerto Rico","Maricao"
"PR","Puerto Rico","Maunabo"
"PR","Puerto Rico","Mayagüez"
"PR","Puerto Rico","Moca"
"PR","Puerto Rico","Morovis"
"PR","Puerto Rico","Naguabo"
"PR","Puerto Rico","Naranjito"
"PR","Puerto Rico","Orocovis"
"PR","Puerto Rico","Patillas"
"PR","Puerto Rico","Peñuelas"
"PR","Puerto Rico","Ponce"
"PR","Puerto Rico","Quebradillas"
"PR","Puerto Rico","Rincón"
"PR","Puerto Rico","Río Grande"
"PR","Puerto Rico","Sabana Grande"
"PR","Puerto Rico","Salinas"
"PR","Puerto Rico","San Germán"
"PR","Puerto Rico","San Juan"
"PR","Puerto Rico","San Lorenzo"
"PR","Puerto Rico","San Sebastián"
"PR","Puerto Rico","Santa Isabel"
"PR","Puerto Rico","Toa Alta"
"PR","Puerto Rico","Toa Baja"
"PR","Puerto Rico","Trujillo Alto"
"PR","Puerto Rico","Utuado"
"PR","Puerto Rico","Vega Alta"
"PR","Puerto Rico","Vega Baja"
"PR","Puerto Rico","Vieques"
"PR","Puerto Rico","Villalba"
"PR","Puerto Rico","Yabucoa"
"PR","Puerto Rico","Yauco"
"RI","Rhode Island","Kent"
"RI","Rhode Island","Newport"
"RI","Rhode Island","Providence"
"RI","Rhode Island","Washington"
"SC","South Carolina","Abbeville"
"SC","South Carolina","Aiken"
"SC","South Carolina","Allendale"
"SC","South Carolina","Anderson"
"SC","South Carolina","Bamberg"
"SC","South Carolina","Barnwell"
"SC","South Carolina","Beaufort"
"SC","South Carolina","Berkeley"
"SC","South Carolina","Calhoun"
"SC","South Carolina","Charleston"
"SC","South Carolina","Cherokee"
"SC","South Carolina","Chester"
"SC","South Carolina","Chesterfield"
"SC","South Carolina","Clarendon"
"SC","South Carolina","Colleton"
"SC","South Carolina","Darlington"
"SC","South Carolina","Dillon"
"SC","South Carolina","Dorchester"
"SC","South Carolina","Edgefield"
"SC","South Carolina","Fairfield"
"SC","South Carolina","Florence"
"SC","South Carolina","Georgetown"
"SC","South Carolina","Greenville"
"SC","South Carolina","Greenwood"
"SC","South Carolina","Hampton"
"SC","South Carolina","Horry"
"SC","South Carolina","Jasper"
"SC","South Carolina","Kershaw"
"SC","South Carolina","Lancaster"
"SC","South Carolina","Laurens"
"SC","South Carolina","Lee"
"SC","South Carolina","Lexington"
"SC","South Carolina","Marion"
"SC","South Carolina","Marlboro"
"SC","South Carolina","McCormick"
"SC","South Carolina","Newberry"
"SC","South Carolina","Oconee"
"SC","South Carolina","Orangeburg"
"SC","South Carolina","Pickens"
"SC","South Carolina","Richland"
"SC","South Carolina","Saluda"
"SC","South Carolina","Spartanburg"
"SC","South Carolina","Sumter"
"SC","South Carolina","Union"
"SC","South Carolina","Williamsburg"
"SC","South Carolina","York"
"SD","South Dakota","Aurora"
"SD","South Dakota","Beadle"
"SD","South Dakota","Bennett"
"SD","South Dakota","Bon Homme"
"SD","South Dakota","Brookings"
"SD","South Dakota","Brown"
"SD","South Dakota","Brule"
"SD","South Dakota","Buffalo"
"SD","South Dakota","Butte"
"SD","South Dakota","Campbell"
"SD","South Dakota","Charles Mix"
"SD","South Dakota","Clark"
"SD","South Dakota","Clay"
"SD","South Dakota","Codington"
"SD","South Dakota","Corson"
"SD","South Dakota","Custer"
"SD","South Dakota","Davison"
"SD","South Dakota","Day"
"SD","South Dakota","Deuel"
"SD","South Dakota","Dewey"
"SD","South Dakota","Douglas"
"SD","South Dakota","Edmunds"
"SD","South Dakota","Fall River"
"SD","South Dakota","Faulk"
"SD","South Dakota","Grant"
"SD","South Dakota","Gregory"
"SD","South Dakota","Haakon"
"SD","South Dakota","Hamlin"
"SD","South Dakota","Hand"
"SD","South Dakota","Hanson"
"SD","South Dakota","Harding"
"SD","South Dakota","Hughes"
"SD","South Dakota","Hutchinson"
"SD","South Dakota","Hyde"
"SD","South Dakota","Jackson"
"SD","South Dakota","Jerauld"
"SD","South Dakota","Jones"
"SD","South Dakota","Kingsbury"
"SD","South Dakota","Lake"
"SD","South Dakota","Lawrence"
"SD","South Dakota","Lincoln"
"SD","South Dakota","Lyman"
"SD","South Dakota","Marshall"
"SD","South Dakota","McCook"
"SD","South Dakota","McPherson"
"SD","South Dakota","Meade"
"SD","South Dakota","Mellette"
"SD","South Dakota","Miner"
"SD","South Dakota","Minnehaha"
"SD","South Dakota","Moody"
"SD","South Dakota","Oglala Lakota"
"SD","South Dakota","Pennington"
"SD","South Dakota","Perkins"
"SD","South Dakota","Potter"
"SD","South Dakota","Roberts"
"SD","South Dakota","Sanborn"
"SD","South Dakota","Spink"
"SD","South Dakota","Stanley"
"SD","South Dakota","Sully"
"SD","South Dakota","Todd"
"SD","South Dakota","Tripp"
"SD","South Dakota","Turner"
"SD","South Dakota","Union"
"SD","South Dakota","Walworth"
"SD","South Dakota","Yankton"
"SD","South Dakota","Ziebach"
"TN","Tennessee","Anderson"
"TN","Tennessee","Bedford"
"TN","Tennessee","Benton"
"TN","Tennessee","Bledsoe"
"TN","Tennessee","Blount"
"TN","Tennessee","Bradley"
"TN","Tennessee","Campbell"
"TN","Tennessee","Cannon"
"TN","Tennessee","Carroll"
"TN","Tennessee","Carter"
"TN","Tennessee","Cheatham"
"TN","Tennessee","Chester"
"TN","Tennessee","Claiborne"
"TN","Tennessee","Clay"
"TN","Tennessee","Cocke"
"TN","Tennessee","Coffee"
"TN","Tennessee","Crockett"
"TN","Tennessee","Cumberland"
"TN","Tennessee","Davidson"
"TN","Tennessee","DeKalb"
"TN","Tennessee","Decatur"
"TN","Tennessee","Dickson"
"TN","Tennessee","Dyer"
"TN","Tennessee","Fayette"
"TN","Tennessee","Fentress"
"TN","Tennessee","Franklin"
"TN","Tennessee","Gibson"
"TN","Tennessee","Giles"
"TN","Tennessee","Grainger"
"TN","Tennessee","Greene"
"TN","Tennessee","Grundy"
"TN","Tennessee","Hamblen"
"TN","Tennessee","Hamilton"
"TN","Tennessee","Hancock"
"TN","Tennessee","Hardeman"
"TN","Tennessee","Hardin"
"TN","Tennessee","Hawkins"
"TN","Tennessee","Haywood"
"TN","Tennessee","Henderson"
"TN","Tennessee","Henry"
"TN","Tennessee","Hickman"
"TN","Tennessee","Houston"
"TN","Tennessee","Humphreys"
"TN","Tennessee","Jackson"
"TN","Tennessee","Jefferson"
"TN","Tennessee","Johnson"
"TN","Tennessee","Knox"
"TN","Tennessee","Lake"
"TN","Tennessee","Lauderdale"
"TN","Tennessee","Lawrence"
"TN","Tennessee","Lewis"
"TN","Tennessee","Lincoln"
"TN","Tennessee","Loudon"
"TN","Tennessee","Macon"
"TN","Tennessee","Madison"
"TN","Tennessee","Marion"
"TN","Tennessee","Marshall"
"TN","Tennessee","Maury"
"TN","Tennessee","McMinn"
"TN","Tennessee","McNairy"
"TN","Tennessee","Meigs"
"TN","Tennessee","Monroe"
"TN","Tennessee","Montgomery"
"TN","Tennessee","Moore"
"TN","Tennessee","Morgan"
"TN","Tennessee","Obion"
"TN","Tennessee","Overton"
"TN","Tennessee","Perry"
"TN","Tennessee","Pickett"
"TN","Tennessee","Polk"
"TN","Tennessee","Putnam"
"TN","Tennessee","Rhea"
"TN","Tennessee","Roane"
"TN","Tennessee","Robertson"
"TN","Tennessee","Rutherford"
"TN","Tennessee","Scott"
"TN","Tennessee","Sequatchie"
"TN","Tennessee","Sevier"
"TN","Tennessee","Shelby"
"TN","Tennessee","Smith"
"TN","Tennessee","Stewart"
"TN","Tennessee","Sullivan"
"TN","Tennessee","Sumner"
"TN","Tennessee","Tipton"
"TN","Tennessee","Trousdale"
"TN","Tennessee","Unicoi"
"TN","Tennessee","Union"
"TN","Tennessee","Van Buren"
"TN","Tennessee","Warren"
"TN","Tennessee","Washington"
"TN","Tennessee","Wayne"
"TN","Tennessee","Weakley"
"TN","Tennessee","White"
"TN","Tennessee","Williamson"
"TN","Tennessee","Wilson"
"TX","Texas","Anderson"
"TX","Texas","Andrews"
"TX","Texas","Angelina"
"TX","Texas","Aransas"
"TX","Texas","Archer"
"TX","Texas","Armstrong"
"TX","Texas","Atascosa"
"TX","Texas","Austin"
"TX","Texas","Bailey"
"TX","Texas","Bandera"
"TX","Texas","Bastrop"
"TX","Texas","Baylor"
"TX","Texas","Bee"
"TX","Texas","Bell"
"TX","Texas","Bexar"
"TX","Texas","Blanco"
"TX","Texas","Borden"
"TX","Texas","Bosque"
"TX","Texas","Bowie"
"TX","Texas","Brazoria"
"TX","Texas","Brazos"
"TX","Texas","Brewster"
"TX","Texas","Briscoe"
"TX","Texas","Brooks"
"TX","Texas","Brown"
"TX","Texas","Burleson"
"TX","Texas","Burnet"
"TX","Texas","Caldwell"
"TX","Texas","Calhoun"
"TX","Texas","Callahan"
"TX","Texas","Cameron"
"TX","Texas","Camp"
"TX","Texas","Carson"
"TX","Texas","Cass"
"TX","Texas","Castro"
"TX","Texas","Chambers"
"TX","Texas","Cherokee"
"TX","Texas","Childress"
"TX","Texas","Clay"
"TX","Texas","Cochran"
"TX","Texas","Coke"
"TX","Texas","Coleman"
"TX","Texas","Collin"
"TX","Texas","Collingsworth"
"TX","Texas","Colorado"
"TX","Texas","Comal"
"TX","Texas","Comanche"
"TX","Texas","Concho"
"TX","Texas","Cooke"
"TX","Texas","Coryell"
"TX","Texas","Cottle"
"TX","Texas","Crane"
"TX","Texas","Crockett"
"TX","Texas","Crosby"
"TX","Texas","Culberson"
"TX","Texas","Dallam"
"TX","Texas","Dallas"
"TX","Texas","Dawson"
"TX","Texas","DeWitt"
"TX","Texas","Deaf Smith"
"TX","Texas","Delta"
"TX","Texas","Denton"
"TX","Texas","Dickens"
"TX","Texas","Dimmit"
"TX","Texas","Donley"
"TX","Texas","Duval"
"TX","Texas","Eastland"
"TX","Texas","Ector"
"TX","Texas","Edwards"
"TX","Texas","El Paso"
"TX","Texas","Ellis"
"TX","Texas","Erath"
"TX","Texas","Falls"
"TX","Texas","Fannin"
"TX","Texas","Fayette"
"TX","Texas","Fisher"
"TX","Texas","Floyd"
"TX","Texas","Foard"
"TX","Texas","Fort Bend"
"TX","Texas","Franklin"
"TX","Texas","Freestone"
"TX","Texas","Frio"
"TX","Texas","Gaines"
"TX","Texas","Galveston"
"TX","Texas","Garza"
"TX","Texas","Gillespie"
"TX","Texas","Glasscock"
"TX","Texas","Goliad"
"TX","Texas","Gonzales"
"TX","Texas","Gray"
"TX","Texas","Grayson"
"TX","Texas","Gregg"
"TX","Texas","Grimes"
"TX","Texas","Guadalupe"
"TX","Texas","Hale"
"TX","Texas","Hall"
"TX","Texas","Hamilton"
"TX","Texas","Hansford"
"TX","Texas","Hardeman"
"TX","Texas","Hardin"
"TX","Texas","Harris"
"TX","Texas","Harrison"
"TX","Texas","Hartley"
"TX","Texas","Haskell"
"TX","Texas","Hays"
"TX","Texas","Hemphill"
"TX","Texas","Henderson"
"TX","Texas","Hidalgo"
"TX","Texas","Hill"
"TX","Texas","Hockley"
"TX","Texas","Hood"
"TX","Texas","Hopkins"
"TX","Texas","Houston"
"TX","Texas","Howard"
"TX","Texas","Hudspeth"
"TX","Texas","Hunt"
"TX","Texas","Hutchinson"
"TX","Texas","Irion"
"TX","Texas","Jack"
"TX","Texas","Jackson"
"TX","Texas","Jasper"
"TX","Texas","Jeff Davis"
"TX","Texas","Jefferson"
"TX","Texas","Jim Hogg"
"TX","Texas","Jim Wells"
"TX","Texas","Johnson"
"TX","Texas","Jones"
"TX","Texas","Karnes"
"TX","Texas","Kaufman"
"TX","Texas","Kendall"
"TX","Texas","Kenedy"
"TX","Texas","Kent"
"TX","Texas","Kerr"
"TX","Texas","Kimble"
"TX","Texas","King"
"TX","Texas","Kinney"
"TX","Texas","Kleberg"
"TX","Texas","Knox"
"TX","Texas","La Salle"
"TX","Texas","Lamar"
"TX","Texas","Lamb"
"TX","Texas","Lampasas"
"TX","Texas","Lavaca"
"TX","Texas","Lee"
"TX","Texas","Leon"
"TX","Texas","Liberty"
"TX","Texas","Limestone"
"TX","Texas","Lipscomb"
"TX","Texas","Live Oak"
"TX","Texas","Llano"
"TX","Texas","Loving"
"TX","Texas","Lubbock"
"TX","Texas","Lynn"
"TX","Texas","Madison"
"TX","Texas","Marion"
"TX","Texas","Martin"
"TX","Texas","Mason"
"TX","Texas","Matagorda"
"TX","Texas","Maverick"
"TX","Texas","McCulloch"
"TX","Texas","McLennan"
"TX","Texas","McMullen"
"TX","Texas","Medina"
"TX","Texas","Menard"
"TX","Texas","Midland"
"TX","Texas","Milam"
"TX","Texas","Mills"
"TX","Texas","Mitchell"
"TX","Texas","Montague"
"TX","Texas","Montgomery"
"TX","Texas","Moore"
"TX","Texas","Morris"
"TX","Texas","Motley"
"TX","Texas","Nacogdoches"
"TX","Texas","Navarro"
"TX","Texas","Newton"
"TX","Texas","Nolan"
"TX","Texas","Nueces"
"TX","Texas","Ochiltree"
"TX","Texas","Oldham"
"TX","Texas","Orange"
"TX","Texas","Palo Pinto"
"TX","Texas","Panola"
"TX","Texas","Parker"
"TX","Texas","Parmer"
"TX","Texas","Pecos"
"TX","Texas","Polk"
"TX","Texas","Potter"
"TX","Texas","Presidio"
"TX","Texas","Rains"
"TX","Texas","Randall"
"TX","Texas","Reagan"
"TX","Texas","Real"
"TX","Texas","Red River"
"TX","Texas","Reeves"
"TX","Texas","Refugio"
"TX","Texas","Roberts"
"TX","Texas","Robertson"
"TX","Texas","Rockwall"
"TX","Texas","Runnels"
"TX","Texas","Rusk"
"TX","Texas","Sabine"
"TX","Texas","San Augustine"
"TX","Texas","San Jacinto"
"TX","Texas","San Patricio"
"TX","Texas","San Saba"
"TX","Texas","Schleicher"
"TX","Texas","Scurry"
"TX","Texas","Shackelford"
"TX","Texas","Shelby"
"TX","Texas","Sherman"
"TX","Texas","Smith"
